,分類,書名,作者,出版社,出版日期,優惠價,也買了
1041,人文社科,現代菲律賓政治的起源（限量簽名版）：從殖民統治到強人杜特蒂，群島國追求獨立、發展與民主的艱難路,江懷哲,左岸文化,2022/04/27,優惠價：79折 284元,"['漢文與東亞世界：從東亞視角重新認識漢字文化圈', '戈巴契夫冷戰回憶錄：蜕變中的世界，從舊冷戰到新世紀的危機', '越南啟示錄1945─1975：美國的夢魘、亞洲的悲劇(上、下冊不分售)', '逆天抗命： 香港如何對世界上最大的獨裁者說不', '變化中的世界秩序：橋水基金應對國家興衰的原則', '余英時評政治現實(限量珍藏印章版)', '帝國的野心：十九世紀英俄帝國中亞大競逐', '老派少女購物路線', '絲路上的帝國：歐亞大陸的心臟地帶，引領世界文明發展的中亞史', '十字軍首役：以聖戰為名的權力遊戲，形塑歐洲文明的重要之戰【限量作者簽名版】', '懶惰土著的迷思：16至20世紀馬來人、菲律賓人和爪哇人的形象及其於殖民資本主義意識形態中的功能', '一個操盤手的虧損自白：長銷30年的獲利經典', '20世紀的主義們：自由主義.社會主義.共產主義.法西斯主義.民粹主義.多元文化主義(牛津非常短講)', '血與土：現代奴隸、生態滅絕，與消費市場的責任', '阿富汗文件：從911反恐開戰到全面撤軍，阿富汗戰爭真相揭密', '不講理的共和國：國家暴力與帝國利益下的犧牲品，一部原住民族對抗美國西拓的血淚哀歌', '陳澄波密碼', '第一響禮砲： 美國首次獲得外交承認的獨立故事', '矢板明夫在台灣「說三道四」', '奇異衰敗學：百年企業為何從頂峰到解體?']"
1042,人文社科,中國陌路：來自中國境內最後一位澳洲通訊記者的內幕報導,麥可．史密斯,堡壘文化,2022/05/11,優惠價：79折 379元,"['中國網路圈套：數位絲路如天羅地網控制全球未來，美國華府智庫專家的關鍵報告', '矢板明夫在台灣「說三道四」', '積極防禦：從國際情勢、內部鬥爭，解讀1949年以來中國軍事戰略的變與不變', '出賣中國：中國官場貪腐分析報告(全新修訂版)', '余英時評政治現實(限量珍藏印章版)', '戈巴契夫冷戰回憶錄：蜕變中的世界，從舊冷戰到新世紀的危機', '囤積癖：從消費欲望到斷捨離，囤積世代的物我依存關係', '逆天抗命： 香港如何對世界上最大的獨裁者說不', '也許你該找人聊聊2：心理師教你大膽修訂自己的人生故事!', '菜場搜神記：一個不買菜女子的市場踏查日記', '沒有媽媽的超市(中文版隨書附贈全球獨家「兒時回憶」珍藏海報)', '變化中的世界秩序：橋水基金應對國家興衰的原則', '死役所(04)', '奇異衰敗學：百年企業為何從頂峰到解體?', '六個說謊的大學生【博客來獨家書衣版】(2022年本屋大賞第5名)', '失控的轟炸：人道與人性的交戰，造就二戰最漫長的一夜 (含8頁珍貴歷史圖片)', '我在中國的兩年牢獄生活：我愛中國，愛到受頒榮譽大使、定居中國……直到入獄我才目睹「人」在中共眼裡是什麼', '用鮮血和謊言寫下的百年中共黨史', '自由世界的前哨：2022烏克蘭戰爭', '村上T 我愛的那些T恤']"
1043,人文社科,沙漠｡詩集｡書店,娜蒂亞．瓦瑟夫,野人,2022/04/27,優惠價：79折 300元,"['卡片盒筆記：最高效思考筆記術，德國教授超強秘技，促進寫作、學習與思考，使你洞見源源不斷，成為專家', '我的心稍微大於一整座宇宙【佩索亞|詩選】', '和新井一二三一起讀日文：你所不知道的日本名詞故事(東京字塔版)', '尋找母樹：樹聯網的祕密', '星期五的書店：夏天與汽水', '取材.執筆.推敲：《被討厭的勇氣》作者直授，最全面的寫作指南', '捉迷藏(華語版)[精裝]', '向編輯學思考：激發自我才能、學習用新角度看世界，精準企畫的10種武器', '(3包1套)哈哈防滑環保書套 210', '山與林的深處：一位臺裔環境歷史學家的尋鄉之旅，在臺灣的植物、島嶼風光和歷史間探尋家族與自身的來處與記憶', '失控的轟炸：人道與人性的交戰，造就二戰最漫長的一夜 (含8頁珍貴歷史圖片)', '【E.dot】半透明衣物防塵收納袋60x80cm(中號/5入)', '北韓日常生活：與眾不同，住在世界上最神祕國家的兩年', '綠之歌 ─收集群風─(台日高度矚目.新銳台灣漫畫家高妍首部長篇作品，上下冊不分售)', '妻子從不忘記', '地方創生×SDGs的實踐指南：孕育人與經濟的生態圈，創造永續經營的地方設計法', '逆天抗命：香港如何對世界上最大的獨裁者說不 (電子書)', '祝葬', '我在中國的兩年牢獄生活 (電子書)', '沒有媽媽的超市(中文版隨書附贈全球獨家「兒時回憶」珍藏海報)']"
1044,人文社科,性的奇妙歷史（18禁）：聖妓、英國雨衣與閃亮的尿液，連性學大師都（可能）要跪著讀的情慾讀本,凱特．李斯特,日出出版,2022/05/09,優惠價：79折 632元,['NaN']
1045,人文社科,不廢江河萬古流：林清凉回憶錄,林清凉,天下文化,2022/04/28,優惠價：79折 593元,"['數學，這樣看才精采：李國偉的數學文化講堂', '武器奇才：以色列成功打造新創生態圈的關鍵', '包立的錯誤，量子時代的革命：反覆驗證、多方討論，自錯誤中不斷進步的科學', '變化中的世界秩序：橋水基金應對國家興衰的原則', '神的方程式：對萬有理論的追尋', '近代物理I：量子力學、凝聚態物理學導論(3版)']"
1046,人文社科,向加泰隆尼亞致敬（戰後英國文壇五十大作家喬治•歐威爾反極權主義寫作起點，繁體中文譯本首度問市）,喬治‧歐威爾,貓頭鷹,2022/05/07,優惠價：79折 427元,"['絲路上的帝國：歐亞大陸的心臟地帶，引領世界文明發展的中亞史', '帝國的野心：十九世紀英俄帝國中亞大競逐', '戈巴契夫冷戰回憶錄：蜕變中的世界，從舊冷戰到新世紀的危機', '內景唐人街', '善存 醫用口罩(未滅菌)(雙鋼印)─成人立體型 紅茶拿鐵(25入/盒)', '余英時評政治現實(限量珍藏印章版)', '赤道線的南洋密碼：台灣@馬來半島的跨域文化田野踏查誌', '藝術家之死：數位資本主義、社群媒體與零工經濟全面崛起，21世紀的創作者如何開闢新局?', '幸運之子', 'UBIK尤比克【這部小說無所不能，《銀翼殺手》菲利普.狄克傳世經典】', '十字軍首役：以聖戰為名的權力遊戲，形塑歐洲文明的重要之戰【限量作者簽名版】', '吃佛：從一座城市窺見西藏的劫難與求生', '這才是以色列：揭露歷史謊言和神話底下的以色列', '歡場女孩：慾望、歡愉與性苦悶，近代法國性產業的形式與管制', '德國 好立善 鎂發泡錠(20錠) (幫助入睡)柑橘口味', '習近平對鄧小平的復仇：陷害其父習仲勳的罪魁禍首正是鄧小平', '現代菲律賓政治的起源(限量簽名版)：從殖民統治到強人杜特蒂，群島國追求獨立、發展與民主的艱難路', '焚書：遭到攻擊與在烈焰中倖存的知識受難史', '論攝影', '燃：最新研究，揭開身體究竟如何燃燒卡路里、減肥、保持健康!']"
1047,人文社科,閱讀蒙田，是為了生活,莎拉．貝克威爾,商周出版,2022/05/07,優惠價：79折 474元,"['45%的天堂：一趟探索人生價值的大旅行，在深冬的青藏高原找到再出發的勇氣', '我們在存在主義咖啡館：那些關於自由、哲學家與存在主義的故事', '尋找母樹：樹聯網的祕密', '【Celestial 詩尚草本】美國進口 香草南非國寶茶(20環保包)', '時間之書：二十四節氣，與萬物作息同步的大地時間', '上一堂思辨國文課：瑞典扎根民主的語文素養教育']"
1048,人文社科,囤積癖：從消費欲望到斷捨離，囤積世代的物我依存關係,珍妮佛．霍華德,漫遊者文化,2022/05/09,優惠價：79折 284元,"['[MUJI 無印良品]棉棒(補充用)/200支', '也許你該找人聊聊2：心理師教你大膽修訂自己的人生故事!', '美味的科學：從擺盤、食器到用餐情境的飲食新科學', '財富自由的整理鍊金術：斷捨離變身金錢魔法，打造心靈×空間×時間×財務自由人生!', '中國陌路：來自中國境內最後一位澳洲通訊記者的內幕報導', '離線練習：每個月關掉手機一次，就能改變人生', '媽媽的每一天：高木直子陪你一起慢慢長大(首刷高木直子簽名祝福限量印刷扉頁)', '菁英媽媽想上班：美國頂尖名校女性重返職場的特權與矛盾', '【TOMBOW日本蜻蜓】YO─i 兒童學習右手握筆器', '永遠的院子', '你以為的偶然，都是人生的必然：通透好命的本質，解生活的憂，排人生的苦', '心態致勝：全新成功心理學', '[MUJI無印良品]聚丙烯檔案盒.標準型.A4用.白灰', '第一響禮砲： 美國首次獲得外交承認的獨立故事', '加密貨幣聖經：數位貨幣、數位資產、加密交易與區塊鏈的過去與未來 (電子書)', '書寫修復練習：面對人生低潮與困境的12個書寫練習，把摔傷的自己重新拼起', '零阻力改變：華頓商學院爆紅行為科學課，直擊內在弱點，高效自我成長', '蛤蟆先生去看心理師(暢銷300萬冊!英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組)', '星漢燦爛，幸甚至哉四', '拒絕吧，沒什麼好怕!日本專業心理師親授，不用忍耐，也不會傷害到別人的「無敵拒絕法」!']"
1049,人文社科,他們用女性主義幹了什麼！：在流行文化中被架空的社會運動,安蒂．柴斯勒,時報出版,2022/05/24,優惠價：79折 340元,"['貓哲學：貓與生命意義', '覺醒：東西方交會下近代西方思想文明的重生與轉變(上下冊不分售)', '這是愛女，也是厭女：如何看穿這世界拉攏與懲戒女人的兩手策略?', '形狀：資訊、生物、策略、民主和所有事物背後隱藏的幾何學', '矢板明夫在台灣「說三道四」', '傅柯關於性事論述的十二堂課', '膽小別看畫Ⅲ：藏在傳世名畫裡令人細思恐極的故事', '我們都應該是女性主義者(歐美學校指定教學用書)', '卡片盒筆記：最高效思考筆記術，德國教授超強秘技，促進寫作、學習與思考，使你洞見源源不斷，成為專家', '母親的歷史：懷胎、分娩、哺乳、一夜無眠、安撫嬰孩、教養育兒……跨越時間與地域，思索母性、理解母職，並探尋人母身分的歷史及演變軌跡']"
1050,人文社科,香港甚好的片刻︰加山傳播專訪合輯,胡戩,一八四一出版,2022/06/01,優惠價：79折 253元,"['少年', '《時代革命》電影訪談錄', '香港_何去何從', '日常運動', '時代革命 BD', '20世紀的主義們：自由主義.社會主義.共產主義.法西斯主義.民粹主義.多元文化主義(牛津非常短講)', '修理你壞掉的英文：零碎學習決勝!70個主題輕鬆增強說讀寫', '時代革命 DVD', '阿帕忒遊戲', '用鮮血和謊言寫下的百年中共黨史', '中國陌路：來自中國境內最後一位澳洲通訊記者的內幕報導', '新香港民族論：時代變更，世代之爭', '囚徒健身 60項徒手健身技法，激發身體潛在能量', '重探抗戰史(第一、二卷雙冊套書)【博客來獨家：主編郭岱君限量親簽版】', '放歌(作者親簽版)', '你的身體就是最好的健身房(暢銷數位版，書+示範影片)', '逆天抗命： 香港如何對世界上最大的獨裁者說不']"
1051,人文社科,帝國的野心：十九世紀英俄帝國中亞大競逐,彼德．霍普克,黑體文化,2022/04/27,優惠價：79折 672元,"['絲路上的帝國：歐亞大陸的心臟地帶，引領世界文明發展的中亞史', '血色大地：夾在希特勒與史達林之間的東歐', '漢文與東亞世界：從東亞視角重新認識漢字文化圈', '第一響禮砲： 美國首次獲得外交承認的獨立故事', '越南啟示錄1945─1975：美國的夢魘、亞洲的悲劇(上、下冊不分售)', '余英時評政治現實(限量珍藏印章版)', '失控的轟炸：人道與人性的交戰，造就二戰最漫長的一夜 (含8頁珍貴歷史圖片)', '變化中的世界秩序：橋水基金應對國家興衰的原則', '西元一千年：探險家連結世界，全球化於焉展開', '十字軍首役：以聖戰為名的權力遊戲，形塑歐洲文明的重要之戰【限量作者簽名版】', '阿富汗文件：從911反恐開戰到全面撤軍，阿富汗戰爭真相揭密', '大逃離：羅馬帝國滅亡如何開啟現代經濟大分流', '現代菲律賓政治的起源(限量簽名版)：從殖民統治到強人杜特蒂，群島國追求獨立、發展與民主的艱難路', '歐亞海上之主：群雄紛起的海上大亂鬥', '逆天抗命： 香港如何對世界上最大的獨裁者說不', '向加泰隆尼亞致敬(戰後英國文壇五十大作家喬治•歐威爾反極權主義寫作起點，繁體中文譯本首度問市)', '蒙古與伊斯蘭中國：一段貼近民族心靈的旅程', '川島芳子：男裝麗人的時代悲歌(全新修訂版)', '血與土：現代奴隸、生態滅絕，與消費市場的責任', '這才是以色列：揭露歷史謊言和神話底下的以色列']"
1052,人文社科,香港＿何去何從,阿古智子,玉山社,2022/06/01,優惠價：79折 379元,"['少年', '香港甚好的片刻︰加山傳播專訪合輯', '20世紀的主義們：自由主義.社會主義.共產主義.法西斯主義.民粹主義.多元文化主義(牛津非常短講)', '日常運動', '時代革命 BD', '新香港民族論：時代變更，世代之爭', '逆天抗命： 香港如何對世界上最大的獨裁者說不', '北韓日常生活：與眾不同，住在世界上最神祕國家的兩年', '神隱：來自異界的誘惑', '中國陌路：來自中國境內最後一位澳洲通訊記者的內幕報導', '余英時評政治現實(限量珍藏印章版)', '版權誰有?翻印必究?：近代中國作者、書商與國家的版權角力戰', '妻子從不忘記', '重探抗戰史(第一、二卷雙冊套書)【博客來獨家：主編郭岱君限量親簽版】', '逆天抗命：香港如何對世界上最大的獨裁者說不 (電子書)', '看得見的臺灣史.空間篇：30幅地圖裡的真實與想像【隨書贈〈十九世紀臺灣輿圖〉&〈五十萬分一臺灣蕃地圖〉經典復刻】', '我在中國的兩年牢獄生活 (電子書)', '抱住我崩潰的大腦', '用鮮血和謊言寫下的百年中共黨史', '戰火中國1937─1952：流轉的勝利與悲劇，近代新中國的內爆與崛起']"
